,datetime,casual,registered,count
0,2011-01-20 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
1,2011-01-21 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
2,2011-01-22 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
3,2011-01-23 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
4,2011-01-24 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
5,2011-01-25 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
6,2011-01-26 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
7,2011-01-28 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
8,2011-01-29 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
9,2011-01-30 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
10,2011-01-31 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
11,2011-02-20 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
12,2011-02-21 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
13,2011-02-23 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
14,2011-02-24 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
15,2011-02-25 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
16,2011-02-26 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
17,2011-02-27 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
18,2011-02-28 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
19,2011-03-20 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
20,2011-03-21 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
21,2011-03-22 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
22,2011-03-23 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
23,2011-03-24 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
24,2011-03-25 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
25,2011-03-26 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
26,2011-03-27 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
27,2011-03-28 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
28,2011-03-29 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
29,2011-03-30 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
30,2011-03-31 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
31,2011-04-20 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
32,2011-04-21 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
33,2011-04-22 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
34,2011-04-23 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
35,2011-04-24 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
36,2011-04-25 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
37,2011-04-26 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
38,2011-04-27 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
39,2011-04-28 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
40,2011-04-29 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
41,2011-04-30 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
42,2011-05-20 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
43,2011-05-21 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
44,2011-05-22 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
45,2011-05-23 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
46,2011-05-24 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
47,2011-05-25 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
48,2011-05-26 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
49,2011-05-27 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
50,2011-05-28 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
51,2011-05-29 00:00:00,10.312087912087913,44.82637362637362,55.13846153846154
